age,height_cm,weight_kg,games_played,minutes_per_game,field_goal_percentage,three_point_percentage,free_throw_percentage,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,points_per_game,projected_next_season_ppg,is_all_star
25,184.3964808237863,92.5309828364879,14.947080014978189,2.765038754172969,0.689927955449557,0.7443968368257955,0.5514268013867455,20.36702526690622,3.407619521360247,0.03394425362610587,25.88365637014172,6.853088879936252,20.732208198137087,19.278657032226988,1
38,200.7475131576327,114.12297202280499,12.200222099957493,17.552353266186092,0.5296330517935794,0.1614365474293872,0.4282342423551573,11.75903220823389,10.245782262640915,2.36454231728352,15.272499200698547,12.691085372465547,15.632885387403764,17.35306526178122,0
33,215.59262044214825,75.28467399531371,28.590600635366975,6.788257524497995,0.7719982084834748,0.43096482552802434,0.3663652914971346,7.908163194206443,28.93868566851054,22.889966931358266,12.997522280872511,25.388293640088758,29.30794250391946,32.5478920090306,1
29,176.9558097071531,119.41376355000656,15.676191501961597,26.87093889598117,0.37145826852456887,0.643109869751028,0.19996525286721445,28.639204821486942,15.276676149812339,17.537294182545214,11.305679489523264,20.10604888021879,4.873806415104992,3.4014301292714455,0
26,175.03973015079433,92.16365437218091,6.573524384098153,23.505002425357702,0.6671192902186529,0.2894380683649441,0.18524099777289038,18.107437413691876,18.826680716119395,1.1435473556547482,21.218037559993174,21.98306504999707,18.02001803116817,19.047499961654108,0
39,182.80077659268312,72.39154101970527,13.76890438131896,20.991156182984284,0.8950271803025377,0.16717005075738137,0.6506860999309262,28.01854015748155,10.691594355690846,14.642910476184818,20.149981716284113,17.621232003774267,14.737163278530108,16.11094711875587,0
25,206.30477930312003,71.90109241187274,27.58162213718018,18.508320821535058,0.35170312714815904,0.716016982764663,0.30783553293692834,6.102390065949451,9.704632849294383,21.36088071163354,5.8854182081393605,13.487597973353353,5.833990339730832,6.316957561163583,0
37,199.64814526294109,107.31036287409194,5.28286413991784,25.9039719102439,0.6392140279071739,0.6041400679096331,0.30372934914595745,4.406824917387983,0.6944031574502507,26.06854183802419,20.14374093901084,22.771560302013246,22.499712964251103,22.708410064935205,1
29,175.11063321125997,102.95177671018403,6.418711160647107,6.691861846282706,0.775451891321906,0.8907923875894439,0.8985560435822286,25.67468721371711,15.010009670280672,28.021094719770314,7.572935823061199,2.037774430989149,8.265240597959858,10.441743356691982,0
29,215.93752611303734,110.10652790637937,0.39088703271251246,26.193265282926827,0.8326460666805379,0.37544642665596745,0.25034076629903634,20.427516378517545,14.508270202549989,9.823216888622,0.556750095705767,20.194821983407923,11.45129457280625,11.521625582642413,0
39,209.50423185620434,75.26837669764029,0.4257014818730154,23.68476895272157,0.6743461527520815,0.14940990903215975,0.21844780759106375,5.59735497760924,4.734921785433691,4.074972852397972,20.97626032612131,29.916135235520375,11.2449170876259,10.595803194786221,0
22,171.15113023938187,71.77854335177742,24.881748808755376,22.444824791630566,0.32688633873370904,0.6874800282682366,0.1789481822079365,8.080791019906133,22.92972000620111,7.107777621943424,19.343808073822487,23.40575788404095,7.326134195638464,4.16227509277422,0
26,202.56836054941232,95.42896447237892,21.963678205288673,16.837670342247723,0.3610257212551572,0.5173867350825966,0.5638442761334369,24.019918245759335,14.780229909330089,23.285144761206713,12.324277871230244,8.716905347323658,12.921159950952156,10.055702158276443,0
21,208.5623334259869,89.37976157413847,10.651231693558747,7.387324829118002,0.11660642569917137,0.2705631451113081,0.6022910608016812,13.616058599878082,10.169819104847198,29.144526451269318,15.770581677585184,8.334584841161417,14.20037642782855,15.342202990272432,0
39,188.7217684860211,93.09734683354779,20.94933471682718,12.70643747975689,0.7087087821372078,0.7253831912038076,0.3921823410055056,20.116215195182725,4.407267270687809,13.991808520811416,28.41507575117279,20.016558317803767,22.326650184279224,23.288882869241178,1
20,173.44607696836093,119.5794204435137,11.856177789299107,23.80711963616405,0.1341916848495611,0.263004388679955,0.5283306684091742,9.550560664080326,16.56482480913037,9.160596406433694,17.85600542716313,26.875627710255912,22.952057231311112,25.874550131115925,1
30,173.86605327443937,118.5374978835335,28.586903879934827,0.9533545307197333,0.7917218836821966,0.3085293238663493,0.7307196247559301,11.4368985832463,22.584510782664292,12.875717458801034,19.736518060095943,17.33849222543529,4.756679048749862,7.255081684247084,0
24,175.21234830259047,117.11576948365965,29.011580442781046,23.461523077912748,0.19492849157963105,0.17402284349337532,0.7544833346573987,29.72137675869315,8.45998058054915,9.144394339353973,1.9173396284742328,15.822068615101749,17.783168979825962,18.1821202516856,0
20,212.02198159902116,109.1921338383837,11.783813274280302,7.2021222146269945,0.23750120970873942,0.4195458232246836,0.8663296605725187,7.428512615241556,6.563830547301677,7.694625696214628,4.9798338202537575,4.81152401531014,26.885933948381865,30.127530438621164,1
39,215.53430991278566,87.74206801284451,25.62665719022604,4.3292760216480906,0.4812211766657899,0.43514337914993517,0.7594143887382997,15.19369131109542,15.658048921937308,17.812522572215386,9.028568292347645,21.4637086607945,3.2635982665368246,2.303085954028132,0
19,176.1405390922867,90.60654651313858,23.192671250923986,3.471039545409065,0.690304332134994,0.5116494322786388,0.5518731493739413,25.332070295715965,4.660299075300508,0.472079411206332,16.181379540844294,21.068958589136724,14.187421336024157,14.59701270272073,0
30,181.79530172975407,97.48080218594622,9.299998115153679,0.8175003585244534,0.21120176415926217,0.667171413699022,0.2437255726694768,7.176696409975739,19.998401597828547,7.786567459949644,23.297726879499635,29.00854177001543,22.51059367225028,23.27915350186054,1
30,178.2760255183645,111.526722820242,6.961194867033179,15.707594556643587,0.4520568600531988,0.8248807429443407,0.17981084616227394,12.45641270052992,18.160308838326912,19.84146233534967,9.63722633365761,9.005765529169933,18.344740031470298,22.420102125511097,0
35,179.31604397470605,73.43564162591339,13.747039511785015,6.5477961808118845,0.48628101952808384,0.21018727911024693,0.14360951192868737,18.45273862109965,2.6124614877428587,0.9618808892041508,10.691472914363217,22.693364291025954,3.0175696978987165,0.6114759689011882,0
28,211.87453945012462,91.2148442942444,23.440465218432188,29.682952973388947,0.26982851333487307,0.14347847867892566,0.633220665428307,14.435644544253076,1.095611381441216,2.4960544952680497,7.684526555212465,13.02195783592887,11.898183760529172,12.61136826084497,0
